,Rendement annualisé,Volatilité annualisée,Sharpe,Skewness,Kurtosis,Max Drawdown,Sortino,VaR 95%,CVaR 95%,Tracking Error,Information Ratio,Alpha CAPM,Beta CAPM,p-value Alpha,R² CAPM,t-stat Sharpe,Downside Beta
GARP,0.09724514303499004,0.21279668056097695,0.3639272733703152,-0.13392130917550196,-0.5316888448623942,-0.31809705377521114,0.5512445785205247,-0.09365602045402269,-0.10457272798261909,0.13721252440314946,0.19282892364208112,0.00767019801856474,1.368514741144275,0.9129337039825004,0.6299010129980239,2.3864307224426904,1.142614361167308
MSCI_World,0.07078659964411797,0.12341033255780469,0.41312563779096545,-0.6846235868376999,0.09881049388916319,-0.20003076838445466,0.5860391136697152,-0.0650510933120427,-0.07541231522880086,,,,,,,,
