Date,0
2021-03-31,
2021-04-30,
2021-05-31,
2021-06-30,
2021-07-31,
2021-08-31,
2021-09-30,
2021-10-31,
2021-11-30,
2021-12-31,
2022-01-31,
2022-02-28,0.735829267052999
2022-03-31,0.9021582534200678
2022-04-30,0.280072037933763
2022-05-31,0.09852429534982929
2022-06-30,-0.4382500213602524
2022-07-31,-0.024544453165467665
2022-08-31,-0.45276270272608227
2022-09-30,-0.4981146783554222
2022-10-31,-0.6800969452202481
2022-11-30,-0.43549796899834414
2022-12-31,-0.9585261136396961
2023-01-31,-0.13433865080510404
2023-02-28,0.044572208917030336
2023-03-31,0.010706047359959116
2023-04-30,0.4904505460992488
2023-05-31,0.9925095567672877
2023-06-30,1.4948787313995038
2023-07-31,1.1490263458298078
2023-08-31,1.102490217079577
2023-09-30,1.692462887568213
2023-10-31,1.3070363664079259
2023-11-30,1.5554516695452474
2023-12-31,2.3202658218543672
2024-01-31,2.2198388873805883
2024-02-29,2.611681229519505
2024-03-31,2.3308107779717666
2024-04-30,1.4789882261317358
2024-05-31,1.3638739282216654
2024-06-30,1.263329340683415
2024-07-31,1.0513154948198489
2024-08-31,1.565572291226816
2024-09-30,1.7229230586556707
2024-10-31,1.8243066606676845
2024-11-30,1.7386908492629027
2024-12-31,1.487688447318249
2025-01-31,1.5363183636637308
2025-02-28,1.2244627218106612
2025-03-31,0.4357988086999484
2025-04-30,1.0633527812447787
2025-05-31,1.1630572946278357
2025-06-30,1.0356365157147656
2025-07-31,1.1255144956151817
2025-08-31,0.6898199716204892
2025-09-30,0.32203219268540495
2025-10-31,0.6766750563895982
2025-11-30,0.234477733012154
2025-12-31,0.29340419433166487
2026-01-31,
