,Rendement annualisé,Volatilité annualisée,Ratio de Sharpe,Drawdown maximum
GARP,0.03937371149962532,0.24229809487132062,0.16250111879969945,-0.26358743999226886
MSCI_World,0.03143173085771837,0.1271923536829183,0.24711965733471278,-0.17631261393493824
